epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,2004.96,0.66066,0.41681,0.91194,0.91168,0.92982,0.9455,0.48049,1.51112,0.69534,1.35568,0.000218,0.000218,0.000218
137,2019.99,0.65375,0.43166,0.90686,0.89539,0.92982,0.94367,0.47143,1.52086,0.7054,1.3707,0.0002048,0.0002048,0.0002048
138,2033.26,0.6431,0.41591,0.8939,0.88104,0.90959,0.90872,0.44613,1.53084,0.7168,1.37937,0.0001916,0.0001916,0.0001916
139,2047.72,0.65154,0.41948,0.90892,0.89786,0.92541,0.9339,0.46135,1.52205,0.72347,1.36468,0.0001784,0.0001784,0.0001784
140,2059.48,0.61853,0.42062,0.885,0.86391,0.91228,0.89612,0.44062,1.57174,0.73173,1.40825,0.0001652,0.0001652,0.0001652
141,2134.33,0.66347,0.43652,0.89494,0.86354,0.91228,0.9042,0.44017,1.59645,0.74083,1.42882,0.000152,0.000152,0.000152
142,2147.71,0.62051,0.40736,0.88021,0.88094,0.90871,0.92704,0.45825,1.56031,0.72967,1.41159,0.0001388,0.0001388,0.0001388
143,2160.95,0.61877,0.38687,0.87457,0.89621,0.92982,0.92971,0.4537,1.59248,0.71547,1.44308,0.0001256,0.0001256,0.0001256
144,2172.5,0.62504,0.38843,0.87702,0.89556,0.92982,0.92859,0.46117,1.57893,0.70446,1.45219,0.0001124,0.0001124,0.0001124
145,2186.11,0.58205,0.37481,0.8751,0.89829,0.92968,0.92517,0.47075,1.54439,0.69605,1.42764,9.92e-05,9.92e-05,9.92e-05
146,2199.69,0.59254,0.38739,0.86257,0.89437,0.92982,0.92259,0.48098,1.53855,0.70538,1.40705,8.6e-05,8.6e-05,8.6e-05
147,2213.61,0.5307,0.36873,0.84967,0.8811,0.94737,0.91459,0.46177,1.55868,0.71562,1.42209,7.28e-05,7.28e-05,7.28e-05
148,2225.81,0.59983,0.3867,0.85648,0.91492,0.94341,0.9172,0.44886,1.56139,0.71378,1.42036,5.96e-05,5.96e-05,5.96e-05
149,2240.12,0.57598,0.37982,0.87123,0.88288,0.92578,0.91229,0.45548,1.55146,0.71183,1.41211,4.64e-05,4.64e-05,4.64e-05
150,2253.95,0.57148,0.37184,0.87153,0.88302,0.92706,0.90978,0.4549,1.54156,0.70937,1.41016,3.32e-05,3.32e-05,3.32e-05
